Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
-0.2894322167110896,-0.07863139157559595,-0.5554295343477109,0.3958415436626351,0.34364687461288296,-0.3536391623195237,-1.1238304738448748,-0.11755981766590692,-0.023198177924559103,1.0343571651845773,-0.1413090019469045,-0.07129407692790209,-0.9279344287640577,0.9073706821196716,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,-0.7407930798769632,1.7201974549125076,-0.5538312326804894,-0.1543033499620919,-0.30162002864150855,-0.09828500314877385,0.18093857924977333,0.09791935017921925,0.5898486558948027,-0.20837478076237503,-0.2831250026651779,-0.09051460213334456,-0.5081203489758357,0.5258108785805197,0.7263112408284109,-0.19651030748711248,0.3080752205424058,-0.513880332779567,0.7864110964925577
-0.2894322167110896,-0.9953375843477116,-0.5554295343477109,0.1123108708888384,0.34364687461288296,-0.3536391623195237,0.47485153968767285,-0.11755981766590692,-1.1795381237025833,-0.20530352274210806,-0.3011528711568483,-0.07129407692790209,0.5522567068349643,0.9073706821196716,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,1.3499046186636732,-0.5813286126800264,-0.4224798081072708,-0.1543033499620919,-0.30162002864150855,-0.09828500314877385,-0.2968318611402464,0.4218064315412526,0.62400275603142,-0.20837478076237503,-0.2831250026651779,-0.09051460213334456,-0.25597407546578804,0.5258108785805197,0.3777533655544562,1.1957000174101422,1.7370467371160168,-0.6588239405129556,-0.40857485394627197
-0.2894322167110896,-0.9953375843477116,-0.5554295343477109,0.3155078530433927,0.34364687461288296,-0.3536391623195237,0.3987238247575515,-0.11755981766590692,1.1973828759522442,-0.20530352274210806,-0.061387067341932576,-0.23482544360231208,1.2024341215373386,-1.1020854207719615,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,-0.7407930798769632,-0.5813286126800264,-0.4224798081072708,-0.1543033499620919,-0.30162002864150855,0.30157093607409574,0.18093857924977333,0.4218064315412526,0.425908975239039,-0.20837478076237503,-0.2831250026651779,0.8091104643348228,-0.0038278019557404126,0.856686992418993,0.6448301790760578,-0.19651030748711248,0.8721429244530419,-1.0936547637131213,0.34545687123837704
-0.2894322167110896,-0.07863139157559595,-0.5554295343477109,0.44451430915547013,0.34364687461288296,-0.3536391623195237,0.3987238247575515,-0.11755981766590692,-1.1795381237025833,-0.20530352274210806,-0.061387067341932576,-0.07129407692790209,-0.20167242297949103,-1.1020854207719615,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,-0.7407930798769632,1.7201974549125076,-0.5538312326804894,-0.1543033499620919,-0.30162002864150855,-0.09828500314877385,-0.5357170813352563,0.4218064315412526,0.5215404556215677,-0.20837478076237503,-0.2831250026651779,-0.09051460213334456,-0.5081203489758357,0.5258108785805197,0.6946241612580515,-0.19651030748711248,-0.18078345618014566,-0.4414085289128727,0.8878305683010193
-0.2894322167110896,-0.6515727620581683,-0.5554295343477109,0.3155078530433927,0.34364687461288296,-0.25735327308012124,0.5509792546177942,-0.11755981766590692,1.1973828759522442,0.969111865820015,-0.1413090019469045,-0.11217691859650458,0.9050125382160391,-1.1020854207719615,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,-0.7407930798769632,-0.5813286126800264,0.759683013051696,-0.1543033499620919,-0.30162002864150855,0.7014268752969653,1.3753646802248227,-0.22596773118281405,0.14413764911194538,1.2780960055056276,-0.2831250026651779,0.8091104643348228,1.5090498391045455,-0.13594134909642697,0.21773361372414068,1.1957000174101422,0.4208887613245326,1.8052173909546503,-0.7525191496445329
-0.2894322167110896,-0.07863139157559595,-0.5554295343477109,0.1123108708888384,0.34364687461288296,-0.3536391623195237,-1.0477027589147536,-0.11755981766590692,1.1973828759522442,-0.20530352274210806,-0.061387067341932576,-0.07129407692790209,-0.8103491516370325,-1.1020854207719615,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,1.3499046186636732,1.7201974549125076,-0.2911283835340523,-0.1543033499620919,-0.30162002864150855,-0.09828500314877385,-0.05794664094523655,-0.22596773118281405,0.1799994542553938,-0.20837478076237503,-0.2831250026651779,-0.09051460213334456,-0.25597407546578804,0.19493476474204635,0.15594380856193976,-0.19651030748711248,1.4738151419577201,1.1529711561544016,-1.793171121244399
1.453918255930026,1.411016171679092,-0.5554295343477109,-0.38670311319304373,-2.9099639015384504,0.8980773977927085,0.025698021599956645,-0.11755981766590692,0.9404184435571278,0.7733759677263279,-0.4210357730643061,-0.4392396519453246,-1.8616998647727863,-1.1020854207719615,-0.10997934365771966,-0.35181664916252786,-2.7185003039247624,-0.7407930798769632,-0.5813286126800264,1.4164401359177887,-0.1543033499620919,0.966576814283947,0.30157093607409574,1.136479460029813,-0.5498548125448474,0.28246175466524603,-0.20837478076237503,0.76601324778532,0.3592979311007391,1.761196112614593,-1.128569690611847,0.5361887634062539,1.1957000174101422,-0.8200601872788662,-1.4560137830465927,-1.3786741495054695
6.6839696738533725,1.181839623486063,-0.5554295343477109,0.1354658758320318,0.34364687461288296,-0.3536391623195237,-0.9715750439846322,-0.11755981766590692,1.1331417678534652,0.969111865820015,-0.061387067341932576,-0.07129407692790209,-0.7550149035772561,-1.1020854207719615,-0.10997934365771966,2.842389643527168,0.3678498761086312,1.3499046186636732,1.7201974549125076,1.4164401359177887,-0.1543033499620919,-0.30162002864150855,-0.4981409423716434,1.3753646802248227,-1.197628975268914,1.3070847587637682,-0.20837478076237503,-0.2831250026651779,-0.5403271353674283,0.5004647450643549,-0.7976935767733737,0.15594380856193976,-0.19651030748711248,-0.8200601872788662,-1.4560137830465927,-1.3786741495054695
-0.2894322167110896,-0.9953375843477116,-0.5554295343477109,0.14066393816621808,0.34364687461288296,-0.3536391623195237,2.0735335532202206,-0.11755981766590692,-1.051055907505025,-1.2492283125751062,-0.3011528711568483,-0.3574739686081196,1.9494464703443204,0.9073706821196716,-0.10997934365771966,-0.35181664916252786,0.3678498761086312,-0.7407930798769632,-0.5813286126800264,-0.4224798081072708,-0.1543033499620919,-0.30162002864150855,-0.4981409423716434,-0.7746023015302662,0.09791935017921925,1.1841299982719453,-0.20837478076237503,-0.2831250026651779,-0.5403271353674283,-0.7602666224858833,0.19493476474204635,0.840384727281705,-0.19651030748711248,0.4208887613245326,1.8052173909546503,-0.7525191496445329
-0.2894322167110896,-0.9953375843477116,-0.5554295343477109,0.1486973072281423,0.34364687461288296,-0.3536391623195237,0.025698021599956645,-0.11755981766590692,-0.023198177924559103,-0.20530352274210806,-0.061387067341932576,-0.07129407692790209,-0.5475114733530942,0.9073706821196716,-0.10997934365771966,-0.35181664916252786,-2.7185003039247624,-0.7407930798769632,1.7201974549125076,-0.5538312326804894,-0.1543033499620919,-0.30162002864150855,-0.4981409423716434,-0.2968318611402464,-0.5498548125448474,0.009228953572306627,-0.20837478076237503,-0.2831250026651779,-0.5403271353674283,0.5004647450643549,-0.46681746293490034,0.40038699381899895,-0.19651030748711248,-0.2935969969622725,0.13836590202068155,0.7643633852298487
